comparison,metric,k,diff,ci_low,ci_high,resolves_winner,n_sessions
rerank_minus_retrieval,ndcg,20,0.01723128088091182,0.0155181862010463,0.018983716645023282,True,18059
lambdarank_minus_pointwise,ndcg,20,0.003912570113242427,0.002681961421622415,0.005249088516195239,True,18059
