family,variant,ndcg@20,hit_rate@20,coverage@20,pop_percentile@20
logq,correction_on,0.2720194660894784,0.528656071764771,0.9336193107459648,0.7004383520738577
logq,correction_off,0.2281541658658529,0.47571847832105874,0.9686636614802966,0.5489706415539068
item_tower,id_plus_content,0.2720194660894784,0.528656071764771,0.9336193107459648,0.7004383520738577
item_tower,id_only,0.2447099342308981,0.4704025693559998,0.9387814453977025,0.6810629176258095
item_tower,content_only,0.13355835502235394,0.33794783764328035,0.5459502690126509,0.5751779532100497
sasrec_loss,full_softmax,0.13799246196535167,0.28744670247522014,0.37210993165624545,0.8756883740908109
sasrec_loss,sampled_bce,0.021413995120611585,0.05587241818483858,0.08942852988221608,0.9529074334488592
